B,U[-S]U[-C]
C,FF[-FfF[-FF]fF[-FF]fF[+
C,FFFFFF]ffFFFF[-FfF[-FF]
C,FFF[-FfF[-FF]fF[-FF]fF[
C,FFFF[-FfF[-FF]fF[-FF]fF
C,fFFFF[-FfF[-FF]fF[-FF]f
C,ffFFFF[-FfF[-FF]fF[-FF]
C,FFFFF]ffFFFF[-FfF[-FF]f
C,F]ffFFFF[-FfF[-FF]fF[-F
C,FF]ffFFFF[-FfF[-FF]fF[-
C,FFF]ffFFFF[-FfF[-FF]fF[
C,FFFF]ffFFFF[-FfF[-FF]fF
C,]ffFFFF[-FfF[-FF]fF[-FF
C,[-FF]fF[+FF]fF[+FF]fF[-F
C,fF[-FF]fF[-FF]fF[+FF]fF[
C,F[-FF]fF[-FF]fF[+FF]fF[+
C,[-FF]fF[-FF]fF[+FF]fF[+F
C,-FF]fF[-FF]fF[+FF]fF[+FF
C,FF]fF[-FF]fF[+FF]fF[+FF]
C,F]fF[-FF]fF[+FF]fF[+FF]f
C,]fF[-FF]fF[+FF]fF[+FF]fF
C,fF[-FF]fF[+FF]fF[+FF]fF[
C,F[-FF]fF[+FF]fF[+FF]fF[-
C,-FF]fF[+FF]fF[+FF]fF[-FF
C,-FfF[-FF]fF[-FF]fF[+FF]f
C,F]fF[+FF]fF[+FF]fF[-FF]f
C,]fF[+FF]fF[+FF]fF[-FF]fF
C,fF[+FF]fF[+FF]fF[-FF]fF[
C,F[+FF]fF[+FF]fF[-FF]fF[-
C,[+FF]fF[+FF]fF[-FF]fF[-F
C,+FF]fF[+FF]fF[-FF]fF[-FF
C,FF]fF[+FF]fF[-FF]fF[-FF]
C,F]fF[+FF]fF[-FF]fF[-FF]f
C,]fF[+FF]fF[-FF]fF[-FF]fF
C,fF[+FF]fF[-FF]fF[-FF]fF]
C,F[+FF]fF[-FF]fF[-FF]fF]/
C,FF]fF[+FF]fF[+FF]fF[-FF]
C,FfF[-FF]fF[-FF]fF[+FF]fF
C,FFF[-FFFFFFFFF]ffFFFF[-F
C,ffFFFF[-FFFFFFFFF]ffFFFF
C,fFFFF[-FFFFFFFFF]ffFFFF[
C,FFFF[-FFFFFFFFF]ffFFFF[-
C,[-FfF[-FF]fF[-FF]fF[+FF]
C,FF[-FFFFFFFFF]ffFFFF[-Ff
C,F[-FFFFFFFFF]ffFFFF[-FfF
C,[-FFFFFFFFF]ffFFFF[-FfF[
C,-FFFFFFFFF]ffFFFF[-FfF[-
C,FFFFFFFFF]ffFFFF[-FfF[-F
C,FFFFFFFF]ffFFFF[-FfF[-FF
C,FFFFFFF]ffFFFF[-FfF[-FF]
C,FFFFFF]ffFFFF[-FfF[-FF]f
C,F[-FfF[-FF]fF[-FF]fF[+FF
C,FFFF]ffFFFF[-FfF[-FF]fF[
C,FFF]ffFFFF[-FfF[-FF]fF[-
C,FF]ffFFFF[-FfF[-FF]fF[-F
C,F]ffFFFF[-FfF[-FF]fF[-FF
C,]ffFFFF[-FfF[-FF]fF[-FF]
C,ffFFFF[-FfF[-FF]fF[-FF]f
C,fFFFF[-FfF[-FF]fF[-FF]fF
C,FFFF[-FfF[-FF]fF[-FF]fF[
C,FFF[-FfF[-FF]fF[-FF]fF[+
C,FF[-FfF[-FF]fF[-FF]fF[+F
C,FFFFF]ffFFFF[-FfF[-FF]fF
C,F[-FF]fF[+FF]fF[+FF]fF[-F
C,fF[-FF]fF[+FF]fF[+FF]fF[-
C,]fF[-FF]fF[+FF]fF[+FF]fF[
C,F]fF[-FF]fF[+FF]fF[+FF]fF
C,-FF]fF[+FF]fF[+FF]fF[-FF]
C,-FF]fF[-FF]fF[+FF]fF[+FF]
C,[-FF]fF[-FF]fF[+FF]fF[+FF
C,F[-FF]fF[-FF]fF[+FF]fF[+F
C,[-FF]fF[+FF]fF[+FF]fF[-FF
C,FF]fF[-FF]fF[+FF]fF[+FF]f
C,fF[-FF]fF[-FF]fF[+FF]fF[+
C,-FfF[-FF]fF[-FF]fF[+FF]fF
C,F]fF[+FF]fF[+FF]fF[-FF]fF
C,]fF[+FF]fF[+FF]fF[-FF]fF[
C,fF[+FF]fF[+FF]fF[-FF]fF[-
C,[+FF]fF[+FF]fF[-FF]fF[-FF
C,+FF]fF[+FF]fF[-FF]fF[-FF]
C,FF]fF[+FF]fF[-FF]fF[-FF]f
C,F]fF[+FF]fF[-FF]fF[-FF]fF
C,]fF[+FF]fF[-FF]fF[-FF]fF]
C,fF[+FF]fF[-FF]fF[-FF]fF]/
C,FfF[-FF]fF[-FF]fF[+FF]fF[
C,FF]fF[+FF]fF[+FF]fF[-FF]f
C,F[+FF]fF[+FF]fF[-FF]fF[-F
C,F[-FfF[-FF]fF[-FF]fF[+FF]
C,-FFFFFFFFF]ffFFFF[-FfF[-F
C,[-FfF[-FF]fF[-FF]fF[+FF]f
C,fFFFF[-FFFFFFFFF]ffFFFF[-
C,FFFF[-FFFFFFFFF]ffFFFF[-F
C,FFF[-FFFFFFFFF]ffFFFF[-Ff
C,FF[-FFFFFFFFF]ffFFFF[-FfF
C,F[-FFFFFFFFF]ffFFFF[-FfF[
C,[-FFFFFFFFF]ffFFFF[-FfF[-
C,FFFFFFFFF]ffFFFF[-FfF[-FF
C,FFFFFFFF]ffFFFF[-FfF[-FF]
C,FFFFFFF]ffFFFF[-FfF[-FF]f
C,FFFFFF]ffFFFF[-FfF[-FF]fF
C,ffFFFF[-FFFFFFFFF]ffFFFF[
C,FF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFF]ffFFFF[-FfF[-FF]fF[
C,FFF[-FfF[-FF]fF[-FF]fF[+F
C,FFFF[-FfF[-FF]fF[-FF]fF[+
C,fFFFF[-FfF[-FF]fF[-FF]fF[
C,ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFFF]ffFFFF[-FfF[-FF]fF[-
C,F]ffFFFF[-FfF[-FF]fF[-FF]
C,FF]ffFFFF[-FfF[-FF]fF[-FF
C,FFF]ffFFFF[-FfF[-FF]fF[-F
C,]ffFFFF[-FfF[-FF]fF[-FF]f
C,fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FfF[-FF]fF[-FF]fF[+FF]fF[+
C,fF[-FF]fF[-FF]fF[+FF]fF[+F
C,F[-FF]fF[-FF]fF[+FF]fF[+FF
C,[-FF]fF[-FF]fF[+FF]fF[+FF]
C,-FF]fF[-FF]fF[+FF]fF[+FF]f
C,FF]fF[-FF]fF[+FF]fF[+FF]fF
C,F]fF[-FF]fF[+FF]fF[+FF]fF[
C,]fF[-FF]fF[+FF]fF[+FF]fF[-
C,F[-FF]fF[+FF]fF[+FF]fF[-FF
C,[-FfF[-FF]fF[-FF]fF[+FF]fF
C,-FF]fF[+FF]fF[+FF]fF[-FF]f
C,FF]fF[+FF]fF[+FF]fF[-FF]fF
C,F]fF[+FF]fF[+FF]fF[-FF]fF[
C,]fF[+FF]fF[+FF]fF[-FF]fF[-
C,fF[+FF]fF[+FF]fF[-FF]fF[-F
C,F[+FF]fF[+FF]fF[-FF]fF[-FF
C,[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FF]fF[+FF]fF[-FF]fF[-FF]fF
C,F]fF[+FF]fF[-FF]fF[-FF]fF]
C,]fF[+FF]fF[-FF]fF[-FF]fF]/
C,[-FF]fF[+FF]fF[+FF]fF[-FF]
C,-FfF[-FF]fF[-FF]fF[+FF]fF[
C,+FF]fF[+FF]fF[-FF]fF[-FF]f
C,ffFFFF[-FFFFFFFFF]ffFFFF[-
C,F[-FfF[-FF]fF[-FF]fF[+FF]f
C,fFFFF[-FFFFFFFFF]ffFFFF[-F
C,FFFF[-FFFFFFFFF]ffFFFF[-Ff
C,FFF[-FFFFFFFFF]ffFFFF[-FfF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[
C,F[-FFFFFFFFF]ffFFFF[-FfF[-
C,[-FFFFFFFFF]ffFFFF[-FfF[-F
C,-FFFFFFFFF]ffFFFF[-FfF[-FF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]
C,FFFFFFFF]ffFFFF[-FfF[-FF]f
C,FFFFFFF]ffFFFF[-FfF[-FF]fF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFFF]ffFFFF[-FfF[-FF]fF[-
C,FFFF]ffFFFF[-FfF[-FF]fF[-F
C,FFF]ffFFFF[-FfF[-FF]fF[-FF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]
C,F]ffFFFF[-FfF[-FF]fF[-FF]f
C,]ffFFFF[-FfF[-FF]fF[-FF]fF
C,ffFFFF[-FfF[-FF]fF[-FF]fF[
C,fFFFF[-FfF[-FF]fF[-FF]fF[+
C,FFFF[-FfF[-FF]fF[-FF]fF[+F
C,FFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF
C,]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF
C,[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,F[+FF]fF[+FF]fF[-FF]fF[-FF]
C,[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,F]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]
C,]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FF[-FfF[-FF]fF[-FF]fF[+FF]f
C,ffFFFF[-FFFFFFFFF]ffFFFF[-F
C,fFFFF[-FFFFFFFFF]ffFFFF[-Ff
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-
C,F[-FFFFFFFFF]ffFFFF[-FfF[-F
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-
C,FFFFF]ffFFFF[-FfF[-FF]fF[-F
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]
C,FF]ffFFFF[-FfF[-FF]fF[-FF]f
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,fFFFF[-FfF[-FF]fF[-FF]fF[+F
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,F[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,ffFFFF[-FFFFFFFFF]ffFFFF[-Ff
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-F
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-F
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]f
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,F[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-F
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-F
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]f
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,F[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-F
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,F[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-F
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,F]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]
C,FF[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-F
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,FFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
C,FFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]f
C,F[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[
C,[-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-
C,-FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-F
C,FFFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[
C,FFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]f
C,FFFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF
C,FFFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[
C,FFFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+
C,FFF]ffFFFF[-FfF[-FF]fF[-FF]fF[+F
C,FF]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF
C,]ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]f
C,FFFFFFFF]ffFFFF[-FfF[-FF]fF[-FF]
C,ffFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF
C,F[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF
C,fF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-F
C,FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-
C,-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]f
C,[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF
C,F[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]f
C,[-FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]
C,-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]fF[
C,FF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF]
C,FFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+F
C,F]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[
C,]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-
C,fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-F
C,F[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF
C,[-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]
C,-FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]f
C,FF]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF
C,FFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+FF
C,FF]fF[-FF]fF[+FF]fF[+FF]fF[-FF]fF
C,]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]/
C,F]fF[+FF]fF[+FF]fF[-FF]fF[-FF]fF]
C,fFFFF[-FfF[-FF]fF[-FF]fF[+FF]fF[+
C,ffFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF
C,fFFFF[-FFFFFFFFF]ffFFFF[-FfF[-FF]
